Time(ms),USB(mA),USB Voltage(V),
np.float64(0.979640007019043),np.float64(232.62771018760353),np.float64(4.91725),
np.float64(0.9798328876495361),np.float64(233.6071172649278),np.float64(4.916625),
np.float64(0.9800388813018799),np.float64(233.75270480344898),np.float64(4.916625),
np.float64(0.980226993560791),np.float64(233.89829234197015),np.float64(4.9165),
np.float64(0.9804399013519287),np.float64(233.75270480344898),np.float64(4.91625),
np.float64(0.9806418418884277),np.float64(234.21593788056182),np.float64(4.91675),
np.float64(0.9808359146118164),np.float64(234.1365264959139),np.float64(4.916375),
np.float64(0.9810397624969482),np.float64(234.1629969574632),np.float64(4.9165),
np.float64(0.9812328815460205),np.float64(233.44829449563198),np.float64(4.916375),
np.float64(0.9814379215240479),np.float64(234.87769941929446),np.float64(4.91525),
np.float64(0.9816339015960693),np.float64(236.33357480450624),np.float64(4.91575),
np.float64(0.9818408489227295),np.float64(235.04975741936494),np.float64(4.91625),
np.float64(0.9820389747619629),np.float64(234.1365264959139),np.float64(4.9155),
np.float64(0.9822518825531006),np.float64(234.93064034239305),np.float64(4.91625),
np.float64(0.9824368953704834),np.float64(234.5071129576042),np.float64(4.916625),
np.float64(0.9826416969299316),np.float64(234.5071129576042),np.float64(4.916125),
np.float64(0.9828410148620605),np.float64(234.75858234232257),np.float64(4.91525),
np.float64(0.9830408096313477),np.float64(234.77181757309722),np.float64(4.91675),
np.float64(0.9832968711853027),np.float64(233.6865286495757),np.float64(4.915875),
np.float64(0.9834649562835693),np.float64(234.04387988049135),np.float64(4.91575),
np.float64(0.9836428165435791),np.float64(234.8909346500691),np.float64(4.9165),
np.float64(0.9838318824768066),np.float64(233.95123326506877),np.float64(4.91575),
np.float64(0.9840407371520996),np.float64(234.77181757309722),np.float64(4.916),
np.float64(0.9842338562011719),np.float64(234.3879958806323),np.float64(4.916875),
np.float64(0.9844448566436768),np.float64(233.63358772647712),np.float64(4.916375),
np.float64(0.9846539497375488),np.float64(234.17623218823786),np.float64(4.91625),
np.float64(0.984839916229248),np.float64(233.2232955724629),np.float64(4.917),
np.float64(0.9850418567657471),np.float64(234.00417418816738),np.float64(4.916625),
np.float64(0.9852337837219238),np.float64(233.89829234197015),np.float64(4.917375),
np.float64(0.9854609966278076),np.float64(234.49387772682954),np.float64(4.913625),
np.float64(0.985663890838623),np.float64(237.86886157436592),np.float64(4.914875),
np.float64(0.9858500957489014),np.float64(236.13504634288645),np.float64(4.9145),
np.float64(0.9860498905181885),np.float64(235.48652003492847),np.float64(4.916375),
np.float64(0.9862728118896484),np.float64(234.66593572690002),np.float64(4.915),
np.float64(0.986454963684082),np.float64(234.970346034717),np.float64(4.91625),
np.float64(0.9866459369659424),np.float64(231.1585995716171),np.float64(4.9197500000000005),
np.float64(0.9868648052215576),np.float64(229.84831172492648),np.float64(4.918375),
np.float64(0.9870638847351074),np.float64(231.34389280246222),np.float64(4.91725),
np.float64(0.9872770309448242),np.float64(232.8262386492233),np.float64(4.916875),
np.float64(0.9874668121337891),np.float64(233.1306489570403),np.float64(4.91625),
np.float64(0.9876608848571777),np.float64(233.36888311098406),np.float64(4.916875),
np.float64(0.987860918045044),np.float64(233.0512375723924),np.float64(4.9175),
np.float64(0.9880580902099609),np.float64(232.95859095696983),np.float64(4.916375),
np.float64(0.9882428646087646),np.float64(233.59388203415315),np.float64(4.9165),
np.float64(0.9884588718414307),np.float64(233.51447064950523),np.float64(4.91625),
np.float64(0.9886698722839355),np.float64(233.73946957267432),np.float64(4.916875),
np.float64(0.9888718128204346),np.float64(233.63358772647712),np.float64(4.916375),
np.float64(0.9890618324279785),np.float64(234.1629969574632),np.float64(4.9165),
np.float64(0.9892659187316895),np.float64(234.54681864992813),np.float64(4.916125),
np.float64(0.9894609451293945),np.float64(234.0306446497167),np.float64(4.91625),
np.float64(0.9896538257598877),np.float64(234.04387988049135),np.float64(4.916375),
np.float64(0.9898717403411865),np.float64(235.65857803499895),np.float64(4.915375),
np.float64(0.9900708198547363),np.float64(236.13504634288645),np.float64(4.91575),
np.float64(0.9902677536010742),np.float64(234.74534711154791),np.float64(4.915875),
np.float64(0.9904639720916748),np.float64(233.97770372661807),np.float64(4.9165),
np.float64(0.9906678199768066),np.float64(233.95123326506877),np.float64(4.916625),
np.float64(0.9908618927001953),np.float64(234.32181972675903),np.float64(4.91575),
np.float64(0.9910578727722168),np.float64(234.37476064985765),np.float64(4.916),
np.float64(0.991257905960083),np.float64(234.8115232654212),np.float64(4.916375),
np.float64(0.9914488792419434),np.float64(234.46740726528023),np.float64(4.916125),
np.float64(0.9916579723358154),np.float64(234.44093680373092),np.float64(4.9165),
np.float64(0.9918467998504639),np.float64(234.24240834211113),np.float64(4.91625),
np.float64(0.9920458793640137),np.float64(233.8321161880969),np.float64(4.917375),
np.float64(0.9922459125518799),np.float64(233.73946957267432),np.float64(4.916625),
np.float64(0.9924390316009521),np.float64(233.43505926485733),np.float64(4.917),
np.float64(0.9926707744598389),np.float64(233.36888311098406),np.float64(4.91675),
np.float64(0.992851972579956),np.float64(233.9379980342941),np.float64(4.916625),
np.float64(0.9930558204650879),np.float64(233.66005818802643),np.float64(4.91725),
np.float64(0.9932548999786377),np.float64(233.0247671108431),np.float64(4.91775),
np.float64(0.9934508800506592),np.float64(233.15711941858962),np.float64(4.9165),
np.float64(0.9936478137969971),np.float64(233.84535141887156),np.float64(4.91525),
np.float64(0.9938390254974365),np.float64(235.3409324964073),np.float64(4.915),
np.float64(0.9940531253814697),np.float64(234.45417203450558),np.float64(4.9190000000000005),
np.float64(0.9942567348480225),np.float64(233.62035249570246),np.float64(4.915625),
np.float64(0.9944548606872559),np.float64(235.2879915733087),np.float64(4.915),
np.float64(0.9946470260620117),np.float64(235.6453428042243),np.float64(4.916125),
np.float64(0.9948379993438721),np.float64(234.22917311133648),np.float64(4.916625),
np.float64(0.9950618743896484),np.float64(233.64682295725177),np.float64(4.916875),
np.float64(0.9952669143676758),np.float64(234.53358341915347),np.float64(4.916375),
np.float64(0.9954779148101807),np.float64(232.61447495682887),np.float64(4.91775),
np.float64(0.9956738948822021),np.float64(232.49535787985698),np.float64(4.91875),
np.float64(0.9958698749542236),np.float64(231.55565649485666),np.float64(4.91725),
np.float64(0.9961860179901123),np.float64(232.2968294182372),np.float64(4.918375),
np.float64(0.9962987899780273),np.float64(232.00565434119486),np.float64(4.917125),
np.float64(0.9964799880981445),np.float64(233.27623649556148),np.float64(4.91625),
np.float64(0.9966728687286377),np.float64(233.7791752649983),np.float64(4.91625),
np.float64(0.9968738555908203),np.float64(236.17475203521042),np.float64(4.9145),
np.float64(0.997086763381958),np.float64(236.98210111246422),np.float64(4.9155),
np.float64(0.9972720146179199),np.float64(235.4468143426045),np.float64(4.91575),
np.float64(0.9974677562713623),np.float64(233.8321161880969),np.float64(4.918),
np.float64(0.9976670742034912),np.float64(233.56741157260385),np.float64(4.91675),
np.float64(0.9978790283203125),np.float64(233.69976388035036),np.float64(4.918125),
np.float64(0.9980840682983398),np.float64(230.54977895598307),np.float64(4.917625),
np.float64(0.9982719421386719),np.float64(233.87182188042087),np.float64(4.91575),
np.float64(0.9984800815582275),np.float64(234.70564141922398),np.float64(4.91675),
np.float64(0.9986588954925537),np.float64(233.76594003422363),np.float64(4.918),
np.float64(0.9988629817962646),np.float64(232.8262386492233),np.float64(4.917125),
np.float64(0.9990699291229248),np.float64(233.76594003422363),np.float64(4.9165),
np.float64(0.9992780685424805),np.float64(233.66005818802643),np.float64(4.917),
np.float64(0.9994728565216064),np.float64(234.2556435728858),np.float64(4.916),
np.float64(0.9996757507324219),np.float64(234.3879958806323),np.float64(4.917),
np.float64(0.9998540878295898),np.float64(234.057115111266),np.float64(4.91625),
np.float64(1.000060796737671),np.float64(234.62623003457605),np.float64(4.9165),
np.float64(1.000248908996582),np.float64(234.26887880366044),np.float64(4.91625),
np.float64(1.000450849533081),np.float64(233.76594003422363),np.float64(4.918),
np.float64(1.000666856765747),np.float64(233.0777080339417),np.float64(4.917125),
np.float64(1.0008559226989746),np.float64(232.94535572619517),np.float64(4.916875),
np.float64(1.0010709762573242),np.float64(233.84535141887156),np.float64(4.917125),
np.float64(1.0012741088867188),np.float64(233.11741372626565),np.float64(4.917125),
np.float64(1.001465082168579),np.float64(233.14388418781496),np.float64(4.917375),
np.float64(1.0016727447509766),np.float64(233.63358772647712),np.float64(4.916375),
np.float64(1.0018727779388428),np.float64(233.6865286495757),np.float64(4.917125),
np.float64(1.002086877822876),np.float64(233.26300126478685),np.float64(4.91625),
np.float64(1.0022797584533691),np.float64(234.26887880366044),np.float64(4.915875),
np.float64(1.002471923828125),np.float64(233.50123541873057),np.float64(4.917),
np.float64(1.0026748180389404),np.float64(236.26739865063297),np.float64(4.9145),
np.float64(1.0028719902038574),np.float64(236.25416341985832),np.float64(4.915875),
np.float64(1.0030677318572998),np.float64(234.93064034239305),np.float64(4.915875),
np.float64(1.0032539367675781),np.float64(234.4144663421816),np.float64(4.91625),
np.float64(1.003485918045044),np.float64(234.40123111140696),np.float64(4.916125),
np.float64(1.0036778450012207),np.float64(234.17623218823786),np.float64(4.917125),
np.float64(1.0038819313049316),np.float64(230.44389710978584),np.float64(4.9190000000000005),
np.float64(1.004086971282959),np.float64(231.72771449492714),np.float64(4.916),
np.float64(1.0042757987976074),np.float64(232.8791795723219),np.float64(4.9182500000000005),
np.float64(1.004472017288208),np.float64(231.75418495647645),np.float64(4.917375),
np.float64(1.0046849250793457),np.float64(232.8791795723219),np.float64(4.917125),
np.float64(1.0048789978027344),np.float64(233.23653080323754),np.float64(4.916875),
np.float64(1.0050859451293945),np.float64(233.42182403408268),np.float64(4.917375),
np.float64(1.0052828788757324),np.float64(233.36888311098406),np.float64(4.9165),
np.float64(1.0054776668548584),np.float64(233.69976388035036),np.float64(4.916),
np.float64(1.0056748390197754),np.float64(233.73946957267432),np.float64(4.9175),
np.float64(1.005871057510376),np.float64(233.48800018795592),np.float64(4.91525),
np.float64(1.0060839653015137),np.float64(233.89829234197015),np.float64(4.916875),
np.float64(1.006288766860962),np.float64(234.32181972675903),np.float64(4.917),
np.float64(1.006485939025879),np.float64(233.9115275727448),np.float64(4.915),
np.float64(1.0066759586334229),np.float64(236.46592711225276),np.float64(4.914875),
np.float64(1.006882905960083),np.float64(234.8909346500691),np.float64(4.916875),
np.float64(1.0070769786834717),np.float64(233.81888095732225),np.float64(4.916375),
np.float64(1.0072708129882812),np.float64(234.37476064985765),np.float64(4.91625),
np.float64(1.0074758529663086),np.float64(234.12329126513924),np.float64(4.917625),
np.float64(1.007673978805542),np.float64(232.60123972605422),np.float64(4.9165),
np.float64(1.0078771114349365),np.float64(233.9379980342941),np.float64(4.915875),
np.float64(1.0080668926239014),np.float64(234.30858449598438),np.float64(4.91625),
np.float64(1.0082638263702393),np.float64(234.44093680373092),np.float64(4.916875),
np.float64(1.0084500312805176),np.float64(233.0247671108431),np.float64(4.916875),
np.float64(1.0086510181427002),np.float64(233.88505711119552),np.float64(4.91725),
np.float64(1.0089037418365479),np.float64(233.34241264943475),np.float64(4.916),
np.float64(1.0090789794921875),np.float64(234.21593788056182),np.float64(4.916875),
np.float64(1.0092637538909912),np.float64(233.8585866496462),np.float64(4.91675),
np.float64(1.0094797611236572),np.float64(235.6453428042243),np.float64(4.912625),
np.float64(1.0096838474273682),np.float64(237.53798080499962),np.float64(4.916375),
np.float64(1.0098538398742676),np.float64(234.62623003457605),np.float64(4.916),
np.float64(1.0100948810577393),np.float64(234.54681864992813),np.float64(4.9165),
np.float64(1.0102739334106445),np.float64(234.17623218823786),np.float64(4.917125),
np.float64(1.0104880332946777),np.float64(233.18358988013892),np.float64(4.918875),
np.float64(1.0106847286224365),np.float64(232.0453600335188),np.float64(4.91925),
np.float64(1.0108778476715088),np.float64(229.9012526480251),np.float64(4.918125),
np.float64(1.0110728740692139),np.float64(231.86006680267366),np.float64(4.9175),
np.float64(1.0112738609313965),np.float64(232.61447495682887),np.float64(4.9175),
np.float64(1.0114858150482178),np.float64(232.93212049542052),np.float64(4.9175),
np.float64(1.011693000793457),np.float64(233.47476495718126),np.float64(4.917),
np.float64(1.0118887424468994),np.float64(234.37476064985765),np.float64(4.915875),
np.float64(1.0120890140533447),np.float64(234.07035034204065),np.float64(4.9165),
np.float64(1.0122599601745605),np.float64(233.54094111105454),np.float64(4.91725),
np.float64(1.0124778747558594),np.float64(232.8527091107726),np.float64(4.9165),
np.float64(1.0126769542694092),np.float64(233.27623649556148),np.float64(4.91725),
np.float64(1.0128679275512695),np.float64(232.40271126443443),np.float64(4.918),
np.float64(1.0130748748779297),np.float64(232.91888526464587),np.float64(4.9175),
np.float64(1.0132708549499512),np.float64(233.89829234197015),np.float64(4.91725),
np.float64(1.0134577751159668),np.float64(233.73946957267432),np.float64(4.916375),
np.float64(1.013658046722412),np.float64(233.88505711119552),np.float64(4.91675),
np.float64(1.013852834701538),np.float64(233.92476280351946),np.float64(4.91625),
np.float64(1.014070987701416),np.float64(234.07035034204065),np.float64(4.91625),
np.float64(1.0142769813537598),np.float64(234.73211188077326),np.float64(4.917),
np.float64(1.014469861984253),np.float64(233.39535357253337),np.float64(4.917125),
